Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,Home.Ownership,Monthly.Income,Open.CREDIT.Lines,Revolving.CREDIT.Balance
4200,4200,0.07,36 months,debt_consolidation,0.07,RENT,5133.33,4,5475
6950,6875,0.13,36 months,other,0.13,MORTGAGE,7916.67,5,1593
6000,6000,0.08,36 months,major_purchase,0.05,MORTGAGE,10916,18,6317
8400,8400,0.11,36 months,debt_consolidation,0.25,MORTGAGE,7583,9,342
5000,5000,0.08,36 months,home_improvement,0.17,MORTGAGE,5833.33,18,19771
4750,4750,0.1,36 months,credit_card,0.32,MORTGAGE,3500,15,36512
15000,14925,0.11,60 months,moving,0.18,RENT,5761,12,2691
12000,12000,0.16,36 months,home_improvement,0.05,MORTGAGE,2916.67,13,10360
4000,212,0.08,36 months,other,0.11,RENT,3417,11,2775
12800,12700,0.13,60 months,debt_consolidation,0.09,RENT,5166.67,7,7942
12000,11950,0.09,60 months,car,0.1,MORTGAGE,9866,9,2787
9425,9425,0.13,36 months,credit_card,0.16,RENT,3750,12,15116
28000,28000,0.12,36 months,debt_consolidation,0.03,MORTGAGE,27083.33,5,12888
30000,29975,0.21,60 months,debt_consolidation,0.17,MORTGAGE,8666.67,8,47503
9600,9600,0.18,36 months,debt_consolidation,0.15,MORTGAGE,5166.67,8,13041
7800,7242.07,0.13,36 months,debt_consolidation,0.17,RENT,6000,8,13835
12000,12000,0.11,36 months,debt_consolidation,0.26,RENT,5833.33,15,24893
9600,9600,0.15,36 months,debt_consolidation,0.13,MORTGAGE,6000,13,11407
6000,6000,0.11,36 months,credit_card,0.23,MORTGAGE,5000,15,46125
7500,7500,0.11,60 months,debt_consolidation,0.24,RENT,1820,13,4409
7000,6950,0.06,36 months,debt_consolidation,0.08,OWN,2750,8,10860
10000,10000,0.12,36 months,debt_consolidation,0.06,RENT,4333.33,8,7072
3200,2799.99,0.13,36 months,credit_card,0.17,MORTGAGE,6476,14,80837
13000,12850,0.1,36 months,debt_consolidation,0.12,MORTGAGE,10533.33,13,37252
35000,35000,0.25,60 months,debt_consolidation,0.08,MORTGAGE,10000,12,21391
20800,20775,0.07,36 months,credit_card,0.16,MORTGAGE,10833.33,11,15192
1600,1600,0.16,36 months,debt_consolidation,0.08,RENT,2666.67,7,5504
10050,9900,0.06,36 months,small_business,0.21,RENT,2500,11,13669
8000,7997.85,0.18,36 months,debt_consolidation,0.21,MORTGAGE,8583.33,15,14584
16000,16000,0.12,36 months,debt_consolidation,0.24,RENT,6250,8,10304
11700,11675,0.08,36 months,home_improvement,0.06,MORTGAGE,3320.83,11,14301
13475,13475,0.12,36 months,debt_consolidation,0.28,MORTGAGE,5666.67,12,7722
14500,14500,0.05,36 months,home_improvement,0.07,MORTGAGE,10000,9,40
5000,5000,0.15,36 months,other,0.06,RENT,3083.33,8,4680
13600,13575,0.07,36 months,debt_consolidation,0.17,MORTGAGE,11250,11,77377
2200,2200,0.09,36 months,debt_consolidation,0.14,RENT,7083.33,10,14980
9000,9000,0.1,36 months,credit_card,0.19,MORTGAGE,5833.33,12,12035
27925,27925,0.22,60 months,debt_consolidation,0.04,MORTGAGE,7000,14,9914
9450,9450,0.14,36 months,debt_consolidation,0.25,RENT,2916.67,12,11555
15175,15175,0.2,60 months,debt_consolidation,0.19,RENT,4333.33,6,18049
10000,10000,0.07,36 months,debt_consolidation,0.08,RENT,3166.67,4,0
16000,16000,0.16,36 months,debt_consolidation,0.21,RENT,5416.67,13,14246
13200,13200,0.15,36 months,debt_consolidation,0.09,MORTGAGE,3333.33,10,5400
20000,20000,0.19,60 months,other,0.06,RENT,15416.67,13,15026
8500,8500,0.18,36 months,other,0.18,RENT,2583.33,9,13718
3000,3000,0.14,36 months,debt_consolidation,0.11,OWN,3833,11,5515
10000,10000,0.15,36 months,credit_card,0.19,MORTGAGE,5583.33,16,12723
14075,14075,0.16,36 months,debt_consolidation,0.11,MORTGAGE,10416.67,10,7653
19000,19000,0.2,60 months,credit_card,0.2,RENT,4500,13,11388
25000,11696.88,0.13,36 months,small_business,0.06,MORTGAGE,8666.67,9,1900
9000,9000,0.13,36 months,credit_card,0.24,MORTGAGE,4229.17,11,7496
6775,6775,0.13,36 months,debt_consolidation,0.1,RENT,6666.67,14,5457
2200,2200,0.15,36 months,debt_consolidation,0.16,RENT,2500,7,2476
10800,10550,0.08,36 months,home_improvement,0.07,MORTGAGE,11250,7,10232
16800,16800,0.14,60 months,debt_consolidation,0.22,MORTGAGE,6666.67,14,23740
3500,3500,0.16,36 months,home_improvement,0.14,MORTGAGE,6833.33,7,11526
9250,9250,0.19,60 months,debt_consolidation,0.19,MORTGAGE,4448,9,22704
23400,23400,0.07,36 months,debt_consolidation,0.16,RENT,5580,6,2086
10375,10375,0.08,36 months,debt_consolidation,0.28,MORTGAGE,4500,7,0
9325,9300,0.14,36 months,debt_consolidation,0.21,RENT,3333.33,10,27007
18000,18000,0.21,60 months,debt_consolidation,0.16,RENT,6500,10,4256
5375,5375,0.09,36 months,debt_consolidation,0.29,RENT,3416.67,6,3007
3700,3700,0.16,36 months,credit_card,0.32,RENT,3000,9,14151
19125,19125,0.18,36 months,debt_consolidation,0.09,RENT,4166.67,8,19761
1625,1625,0.15,36 months,major_purchase,0.04,OWN,1666.67,3,1759
26000,25975,0.17,60 months,home_improvement,0.12,MORTGAGE,4416.67,5,7560
6650,6650,0.18,60 months,debt_consolidation,0.17,MORTGAGE,3084,16,5646
1000,1000,0.11,36 months,debt_consolidation,0.21,RENT,4666.67,16,26558
18000,17896.62,0.14,36 months,wedding,0.08,MORTGAGE,5833.33,5,18505
8000,7975,0.13,36 months,wedding,0.17,MORTGAGE,3521,13,4075
4575,4575,0.16,36 months,credit_card,0.14,OTHER,5833.33,25,82586
35000,34950,0.22,60 months,debt_consolidation,0.19,MORTGAGE,14166.67,14,51314
10000,10000,0.12,36 months,debt_consolidation,0.12,MORTGAGE,4375,7,11070
32350,32350,0.18,36 months,debt_consolidation,0.2,OWN,6000,15,39513
16000,16000,0.13,36 months,debt_consolidation,0.16,MORTGAGE,3600,9,26357
13750,13750,0.14,36 months,credit_card,0.25,RENT,3000,12,16734
5600,5600,0.11,36 months,credit_card,0.28,MORTGAGE,11666.67,18,194205
21000,20950,0.24,60 months,debt_consolidation,0.25,RENT,7458.33,14,11973
12000,12000,0.08,36 months,home_improvement,0.22,MORTGAGE,5416.67,8,28146
12000,12000,0.13,36 months,debt_consolidation,0.16,MORTGAGE,6250,13,13528
3600,3600,0.14,36 months,other,0.1,RENT,5750,8,10766
25000,15175,0.16,60 months,debt_consolidation,0.22,MORTGAGE,7083.33,8,9133
8400,8400,0.09,60 months,car,0.22,MORTGAGE,4833.33,6,19187
24375,24300,0.16,60 months,debt_consolidation,0.31,MORTGAGE,4708.33,18,49136
8575,8575,0.16,36 months,debt_consolidation,0.34,MORTGAGE,4541.67,15,5180
13800,13800,0.12,36 months,debt_consolidation,0.17,RENT,4250,8,11366
17000,17000,0.11,36 months,debt_consolidation,0.14,RENT,5083.33,9,13883
11000,11000,0.14,36 months,debt_consolidation,0.13,MORTGAGE,4666.67,8,10482
7800,7800,0.14,36 months,other,0.22,RENT,2508.33,5,25780
3725,3725,0.11,36 months,credit_card,0.19,RENT,11666.67,21,43987
11000,11000,0.17,36 months,other,0.11,MORTGAGE,5000,7,10070
8500,8500,0.15,36 months,debt_consolidation,0.08,RENT,3333.33,5,8844
10000,10000,0.1,36 months,credit_card,0.07,RENT,4583.33,14,13511
12000,12000,0.12,60 months,debt_consolidation,0.23,MORTGAGE,4000,8,15010
31500,31425,0.12,60 months,other,0.21,RENT,5250,10,11936
19000,19000,0.15,60 months,debt_consolidation,0.28,RENT,3617.21,8,25692
12000,12000,0.1,36 months,debt_consolidation,0.14,MORTGAGE,8791.67,10,17185
19125,19125,0.1,36 months,debt_consolidation,0.26,RENT,4000,5,0
6525,6500,0.16,36 months,other,0.1,RENT,3166.67,3,2494
8975,8975,0.08,36 months,debt_consolidation,0.22,MORTGAGE,9166.67,18,61613
6000,5975,0.06,36 months,other,0.11,MORTGAGE,6250,9,89985
20800,20800,0.19,60 months,credit_card,0.16,RENT,6916.67,20,28764
8400,8400,0.14,36 months,debt_consolidation,0.12,MORTGAGE,4166.67,10,16634
20000,20000,0.18,36 months,debt_consolidation,0.13,MORTGAGE,13583.33,17,30679
18550,18550,0.12,36 months,debt_consolidation,0.11,MORTGAGE,3941,14,9438
9600,9600,0.12,36 months,credit_card,0.25,RENT,4750,11,29475
6000,6000,0.06,36 months,major_purchase,0.13,MORTGAGE,6666.67,13,8581
14000,14000,0.15,36 months,credit_card,0.11,RENT,7333.33,7,6229
17000,16573.33,0.13,36 months,debt_consolidation,0.16,RENT,4333.33,5,19053
13250,13225,0.11,36 months,credit_card,0.25,RENT,3333.33,13,16192
13000,13000,0.1,36 months,credit_card,0.25,RENT,4166.67,10,15534
20000,20000,0.12,36 months,debt_consolidation,0.16,MORTGAGE,4166.67,7,15917
7000,7000,0.15,36 months,credit_card,0.16,RENT,2666.67,11,11529
12000,12000,0.17,36 months,debt_consolidation,0.15,MORTGAGE,4166.67,7,12318
4200,4200,0.08,36 months,debt_consolidation,0.07,OWN,10416.67,15,10819
15000,7100,0.12,36 months,debt_consolidation,0.12,MORTGAGE,5000,15,31563
1775,1775,0.07,36 months,debt_consolidation,0.2,RENT,3333.33,11,2038
10000,10000,0.12,36 months,home_improvement,0.19,MORTGAGE,3250,10,19354
14400,14375,0.13,60 months,debt_consolidation,0.16,RENT,6250,6,28675
16000,13150,0.08,36 months,credit_card,0.1,RENT,5416.67,15,15119
10000,9975,0.13,36 months,debt_consolidation,0.15,MORTGAGE,6307.42,11,18823
3000,2950,0.06,36 months,small_business,0.08,RENT,5416.67,13,10380
20000,20000,0.08,36 months,debt_consolidation,0.21,RENT,4333.33,9,13169
6000,6000,0.16,36 months,debt_consolidation,0.21,RENT,2176.67,13,4356
7050,7050,0.13,36 months,debt_consolidation,0.14,MORTGAGE,5624,6,2530
11325,11325,0.12,36 months,other,0.09,RENT,2833.33,3,9137
2000,2000,0.16,36 months,home_improvement,0.31,MORTGAGE,4166.67,9,3313
11000,6557.05,0.13,36 months,other,0.02,RENT,6667,7,4526
10000,10000,0.14,36 months,debt_consolidation,0.24,RENT,2750,4,14317
15000,15000,0.16,36 months,credit_card,0.11,RENT,5000,14,13611
23000,22975,0.19,60 months,debt_consolidation,0.21,RENT,5166.67,13,23773
10000,10000,0.15,36 months,credit_card,0.26,MORTGAGE,5416.67,12,7161
4000,4000,0.12,60 months,other,0.03,MORTGAGE,9417,5,13865
13000,12909.48,0.11,36 months,debt_consolidation,0.19,RENT,3200,7,28032
5000,525,0.09,36 months,home_improvement,0.12,MORTGAGE,15000,16,60568
6400,6400,0.08,36 months,major_purchase,0.1,RENT,6400,11,12306
3825,3800,0.08,36 months,small_business,0.04,RENT,3333.33,3,5106
8000,8000,0.18,36 months,debt_consolidation,0.04,RENT,7750,9,8080
8000,7975,0.17,36 months,debt_consolidation,0.09,MORTGAGE,1833.33,7,2963
6000,6000,0.15,36 months,debt_consolidation,0.06,RENT,11833.33,21,21567
2500,2500,0.09,36 months,other,0.22,RENT,2583.33,7,5883
10000,10000,0.13,36 months,debt_consolidation,0.19,RENT,4625,13,7411
14600,14600,0.1,36 months,credit_card,0.3,OWN,2500,14,23616
24000,23800,0.21,60 months,other,0.13,RENT,9166.67,7,4324
2200,2200,0.08,36 months,major_purchase,0.08,MORTGAGE,5500,8,2927
10000,10000,0.13,36 months,debt_consolidation,0.19,RENT,8744.26,16,27086
5000,5000,0.1,36 months,credit_card,0.28,MORTGAGE,4583.33,15,38092
12300,12300,0.08,36 months,debt_consolidation,0.22,RENT,3750,6,27282
2500,2500,0.13,36 months,debt_consolidation,0.16,MORTGAGE,3166.67,10,3777
15000,14825,0.13,36 months,other,0.17,MORTGAGE,6691.67,14,14488
1000,1000,0.11,36 months,debt_consolidation,0.09,RENT,1100,5,1314
18000,17975,0.12,36 months,debt_consolidation,0.1,RENT,3540,8,14960
5000,5000,0.16,36 months,debt_consolidation,0.18,RENT,4583.33,4,4164
6000,5956.31,0.1,36 months,debt_consolidation,0.18,MORTGAGE,4980,10,15280
2500,2500,0.1,36 months,debt_consolidation,0.24,RENT,2000,10,1523
6000,6000,0.1,36 months,home_improvement,0.07,MORTGAGE,2333.33,6,440
7000,5525,0.08,36 months,debt_consolidation,0.1,RENT,4158,13,6634
4200,4200,0.13,36 months,major_purchase,0.14,MORTGAGE,6500,14,23653
12500,12500,0.14,36 months,debt_consolidation,0.22,OWN,2083.33,9,11967
15400,9458.33,0.16,60 months,house,0.15,RENT,6500,11,9989
30000,30000,0.18,36 months,other,0.09,RENT,10192,12,24188
20700,20700,0.16,60 months,debt_consolidation,0.33,RENT,6250,20,22277
7000,7000,0.13,36 months,medical,0.22,MORTGAGE,5833.33,7,28985
8000,8000,0.08,36 months,medical,0.09,RENT,3166.67,4,680
18000,18000,0.21,60 months,credit_card,0.12,RENT,9051.83,5,32394
12000,12000,0.07,36 months,debt_consolidation,0.05,MORTGAGE,7083.33,9,6578
5500,5500,0.13,36 months,credit_card,0.19,RENT,1800,6,12567
18000,17975,0.11,60 months,debt_consolidation,0.15,RENT,5666.67,12,1372
5400,5400,0.16,36 months,medical,0.2,RENT,2666.67,9,11114
18000,18000,0.12,60 months,debt_consolidation,0.19,MORTGAGE,7583.33,14,26622
3000,3000,0.11,36 months,other,0.16,RENT,2000,5,1750
21000,21000,0.08,36 months,debt_consolidation,0.07,MORTGAGE,5333.33,7,19178
8000,8000,0.18,36 months,credit_card,0.35,RENT,3291.67,26,18518
1750,1750,0.08,36 months,debt_consolidation,0.23,MORTGAGE,2000,13,13826
7500,214.02,0.08,36 months,other,0.07,MORTGAGE,3750,14,9409
9500,9500,0.15,36 months,debt_consolidation,0.09,RENT,5416.67,4,7831
14500,14500,0.14,36 months,debt_consolidation,0.28,MORTGAGE,6250,9,46129
4800,4800,0.2,36 months,debt_consolidation,0.2,MORTGAGE,2500,4,21514
3800,3800,0.07,36 months,credit_card,0.03,RENT,3583.33,9,3766
20675,20675,0.17,60 months,debt_consolidation,0.13,RENT,3916.67,5,2449
3500,225,0.1,36 months,other,0.1,RENT,15000,4,1275
27050,27050,0.19,60 months,debt_consolidation,0.13,MORTGAGE,5083.33,8,15793
8000,7850,0.15,36 months,debt_consolidation,0.16,MORTGAGE,6416.67,8,25573
5300,5300,0.15,36 months,credit_card,0.25,RENT,2500,11,7855
5000,5000,0.08,36 months,debt_consolidation,0.13,OWN,6666.67,18,9597
15500,15500,0.09,36 months,home_improvement,0.16,RENT,9000,8,4097
11200,11200,0.08,36 months,debt_consolidation,0.13,MORTGAGE,8500,9,5439
16000,16000,0.24,60 months,credit_card,0.27,RENT,5416.67,18,24610
21850,21850,0.16,36 months,credit_card,0.26,RENT,10000,20,43173
2400,2375,0.09,36 months,debt_consolidation,0.11,RENT,2333.33,8,2075
2700,2700,0.06,36 months,debt_consolidation,0.2,MORTGAGE,3958.33,14,13159
30100,30100,0.19,60 months,home_improvement,0.03,MORTGAGE,8333.33,15,3737
20000,20000,0.14,60 months,debt_consolidation,0.16,RENT,7083.33,8,17270
6000,6000,0.07,36 months,house,0.16,RENT,4166.67,5,79
2000,2000,0.15,36 months,debt_consolidation,0.17,OWN,2083.33,5,2566
3200,766.09,0.13,36 months,other,0.15,RENT,2824,6,3318
18000,17950,0.13,60 months,debt_consolidation,0.28,MORTGAGE,13333.33,23,39592
15000,15000,0.15,36 months,small_business,0.08,RENT,15416.67,17,8962
5000,5000,0.12,60 months,major_purchase,0.15,RENT,4167,10,3489
7500,7500,0.14,36 months,credit_card,0.16,RENT,4833.33,8,3908
16000,16000,0.18,36 months,debt_consolidation,0.06,RENT,7415.83,10,21686
20000,20000,0.08,36 months,small_business,0.21,MORTGAGE,5000,6,6264
24000,24000,0.16,60 months,debt_consolidation,0.17,MORTGAGE,7500,10,24126
25000,24925,0.16,36 months,credit_card,0.18,RENT,7983.33,14,28330
3000,3000,0.06,36 months,other,0.06,RENT,4166.67,7,9616
8000,7875,0.11,36 months,other,0.15,OWN,3833.33,4,13415
13000,13000,0.11,60 months,home_improvement,0.22,MORTGAGE,6517,14,4663
8000,8000,0.06,36 months,debt_consolidation,0.05,MORTGAGE,3500,9,6737
10000,10000,0.12,36 months,home_improvement,0.31,MORTGAGE,5000,16,18921
20000,19925,0.13,36 months,other,0.04,MORTGAGE,5200,3,9231
21700,21700,0.15,36 months,credit_card,0.14,MORTGAGE,5147.17,6,8795
2500,2500,0.12,36 months,debt_consolidation,0.1,RENT,6250,10,11131
10000,9869.17,0.15,36 months,debt_consolidation,0.18,RENT,3750,16,7201
17000,17000,0.08,36 months,car,0.27,RENT,3083.33,12,16756
10000,10000,0.07,36 months,debt_consolidation,0.24,RENT,3750,9,1623
14100,14100,0.19,36 months,debt_consolidation,0.23,OWN,3000,7,12114
26500,26500,0.2,60 months,credit_card,0.3,MORTGAGE,5000,14,10350
12000,12000,0.12,36 months,debt_consolidation,0.1,MORTGAGE,11166.67,11,19643
2200,212,0.14,36 months,credit_card,0.1,RENT,3333.33,10,11606
7200,7200,0.08,36 months,car,0.08,RENT,8333.33,12,25430
6500,1196.59,0.08,36 months,debt_consolidation,0.05,MORTGAGE,3333,9,9830
19750,19750,0.17,60 months,debt_consolidation,0.13,MORTGAGE,6737.5,14,19070
21000,20975,0.15,60 months,debt_consolidation,0.1,RENT,3476.8,10,0
3500,3500,0.16,36 months,debt_consolidation,0.13,MORTGAGE,18333.33,8,11107
2650,2650,0.07,36 months,debt_consolidation,0.21,OWN,1482.92,15,1808
15000,15000,0.13,36 months,credit_card,0.19,OWN,5000,10,16618
4800,4800,0.14,36 months,credit_card,0.19,MORTGAGE,5833.33,13,29287
12000,12000,0.18,36 months,debt_consolidation,0.17,MORTGAGE,3666.67,10,7393
6000,6000,0.07,36 months,debt_consolidation,0.04,MORTGAGE,5000,5,4242
12000,12000,0.08,60 months,debt_consolidation,0.02,MORTGAGE,6666.67,6,3364
1550,1550,0.12,36 months,other,0.11,RENT,5083.33,9,5755
35000,35000,0.15,36 months,debt_consolidation,0.2,MORTGAGE,7500,11,29953
3000,3000,0.07,36 months,debt_consolidation,0.13,RENT,4916.67,8,3210
15000,14775,0.1,36 months,credit_card,0.06,MORTGAGE,9166.67,13,14887
14400,14400,0.18,36 months,credit_card,0.33,RENT,5166.67,14,11089
12000,12000,0.1,36 months,educational,0.05,MORTGAGE,3333.33,7,1117
20000,19975,0.2,36 months,debt_consolidation,0.07,RENT,5500,11,9028
11700,11650,0.08,36 months,debt_consolidation,0.12,MORTGAGE,4583.33,13,26769
7750,7750,0.13,36 months,credit_card,0.27,MORTGAGE,4208.33,14,11840
12000,12000,0.2,60 months,debt_consolidation,0.12,RENT,3000,10,10828
6000,5750,0.07,36 months,debt_consolidation,0.09,MORTGAGE,4500,10,4561
5000,5000,0.08,36 months,home_improvement,0.27,MORTGAGE,3333.33,16,11746
6000,6000,0.16,36 months,credit_card,0.21,MORTGAGE,4183.33,10,7335
25000,15925,0.1,60 months,debt_consolidation,0.11,RENT,7916.67,6,36534
23000,23000,0.08,36 months,car,0.07,MORTGAGE,25000,10,227
10000,10000,0.13,36 months,debt_consolidation,0.09,MORTGAGE,5416.67,6,8119
4800,4800,0.08,60 months,major_purchase,0.08,MORTGAGE,1600,6,4191
20500,20500,0.12,36 months,credit_card,0.31,MORTGAGE,4333.33,14,33294
21000,20950,0.19,60 months,debt_consolidation,0.2,MORTGAGE,6750,14,24763
7500,7500,0.08,36 months,major_purchase,0.12,OWN,2916.67,2,349
16800,16800,0.16,36 months,debt_consolidation,0.07,MORTGAGE,6666.67,8,16211
10000,8851.08,0.12,36 months,debt_consolidation,0.08,MORTGAGE,4133.33,6,11735
12000,12000,0.16,60 months,small_business,0.19,RENT,4000,9,11376
17900,17900,0.18,60 months,debt_consolidation,0.07,RENT,5000,7,10217
24000,9675,0.17,36 months,debt_consolidation,0.13,RENT,18483,14,40099
9600,9600,0.14,36 months,debt_consolidation,0.21,MORTGAGE,2750,16,11518
8000,8000,0.13,60 months,credit_card,0.19,MORTGAGE,11583.33,13,86700
9000,9000,0.13,36 months,major_purchase,0.19,OWN,6750,7,26588
10000,10000,0.15,36 months,major_purchase,0.19,MORTGAGE,8083.33,14,9246
8000,8000,0.16,36 months,debt_consolidation,0.1,RENT,5250,14,6035
12000,12000,0.16,60 months,major_purchase,0.1,RENT,5000,9,6852
20000,19950,0.11,36 months,debt_consolidation,0.17,MORTGAGE,6650,9,19955
4800,4800,0.08,36 months,debt_consolidation,0.24,MORTGAGE,3750,19,114509
28000,27950,0.19,60 months,debt_consolidation,0.05,MORTGAGE,10813.17,8,9397
10000,10000,0.11,36 months,home_improvement,0.09,OWN,4000,17,10750
7300,7300,0.07,36 months,credit_card,0.2,MORTGAGE,3416.67,14,23030
8450,8450,0.08,36 months,debt_consolidation,0.11,RENT,3000,6,7603
20000,20000,0.22,60 months,home_improvement,0.17,MORTGAGE,5000,5,19780
16000,16000,0.22,60 months,home_improvement,0.11,MORTGAGE,3466.67,8,13797
30000,29950,0.17,36 months,debt_consolidation,0.12,RENT,10000,17,18680
12000,11530.58,0.15,60 months,credit_card,0.2,MORTGAGE,4166.67,10,18559
24500,24450,0.12,36 months,house,0.13,OWN,12500,10,346
3000,2275,0.14,36 months,educational,0.02,OWN,588.5,4,469
8000,8000,0.15,36 months,other,0.19,OWN,3083.33,14,1669
17000,16786.31,0.09,36 months,vacation,0.02,MORTGAGE,10000,15,63646
4200,4200,0.12,36 months,debt_consolidation,0.16,RENT,6041.67,11,5913
1400,1400,0.14,36 months,medical,0.03,RENT,2750,3,1276
2500,2500,0.15,36 months,debt_consolidation,0.24,OWN,5130.42,13,5942
12000,12000,0.15,36 months,debt_consolidation,0.18,MORTGAGE,3333.33,12,6209
2200,2200,0.12,36 months,home_improvement,0.01,MORTGAGE,7167.92,4,2639
35000,35000,0.16,36 months,debt_consolidation,0.2,MORTGAGE,14166.67,12,216561
12000,12000,0.14,36 months,debt_consolidation,0.1,MORTGAGE,20833.33,17,23800
9600,9575,0.14,36 months,other,0.14,RENT,3206.67,10,9824
16500,16500,0.06,36 months,debt_consolidation,0.23,MORTGAGE,5416.67,17,14835
15000,14450,0.12,60 months,debt_consolidation,0.16,MORTGAGE,6166.67,6,42971
1500,1500,0.11,36 months,other,0.16,MORTGAGE,5555.08,16,21774
4000,4000,0.12,36 months,debt_consolidation,0.26,MORTGAGE,3333.33,8,24937
4325,4250,0.11,36 months,other,0.18,RENT,4400,7,3365
3600,3575,0.07,36 months,debt_consolidation,0.19,RENT,1500,7,4298
28000,28000,0.08,36 months,debt_consolidation,0.19,MORTGAGE,14166.67,10,49026
15000,15000,0.13,36 months,credit_card,0.19,RENT,4000,7,15055
5000,5000,0.15,36 months,wedding,0.1,RENT,1916.67,8,5982
21000,21000,0.14,36 months,debt_consolidation,0.11,MORTGAGE,10700,12,16830
5000,5000,0.17,60 months,car,0.04,MORTGAGE,3000,4,760
14400,14400,0.1,36 months,debt_consolidation,0.29,MORTGAGE,5083.33,12,4292
13600,13600,0.13,36 months,debt_consolidation,0.2,RENT,3666.67,14,20411
7500,7400,0.08,36 months,debt_consolidation,0.08,OWN,10000,14,5195
18000,17975,0.19,36 months,moving,0.33,MORTGAGE,5416.67,10,15626
15000,10765.99,0.08,36 months,credit_card,0.04,RENT,10000,8,6055
4800,4800,0.12,36 months,other,0.17,RENT,4800,7,2770
10000,10000,0.13,36 months,debt_consolidation,0.27,RENT,3166.67,6,7271
26500,26450,0.18,60 months,debt_consolidation,0.04,RENT,4416.67,3,7628
15800,15450,0.11,36 months,debt_consolidation,0.22,OWN,8333.33,7,29860
20000,20000,0.09,36 months,debt_consolidation,0.03,MORTGAGE,17500,6,28579
7000,7000,0.15,36 months,credit_card,0.15,RENT,12208.33,22,25181
24000,24000,0.08,36 months,home_improvement,0.14,MORTGAGE,6833.33,8,11058
12000,12000,0.15,36 months,debt_consolidation,0.11,RENT,8333.33,14,19696
10000,550,0.11,36 months,debt_consolidation,0.1,RENT,2083.33,4,6552
23000,22975,0.12,36 months,credit_card,0.21,MORTGAGE,7000,10,21598
14000,13975,0.18,60 months,home_improvement,0.16,OWN,4666.67,11,10948
18000,17975,0.19,60 months,debt_consolidation,0.23,MORTGAGE,5416.67,10,14744
7000,7000,0.1,36 months,other,0.24,MORTGAGE,10250,15,43306
12700,12700,0.08,60 months,home_improvement,0.19,MORTGAGE,5833.33,12,14787
12000,11975,0.14,60 months,credit_card,0.18,MORTGAGE,4666.67,14,13616
4500,4475,0.11,36 months,other,0.35,RENT,2700,13,6747
1000,1000,0.08,36 months,moving,0.17,RENT,6000,11,23572
1000,1000,0.16,36 months,home_improvement,0.24,OWN,3000,5,3430
10550,10525,0.12,36 months,debt_consolidation,0.19,RENT,5583.33,7,9533
17825,17825,0.14,36 months,debt_consolidation,0.19,MORTGAGE,6250,12,27554
10750,10750,0.14,36 months,other,0.26,RENT,2666.67,3,9800
13600,13600,0.08,36 months,home_improvement,0.13,MORTGAGE,6250,7,14524
20000,20000,0.22,60 months,debt_consolidation,0.24,MORTGAGE,7000,8,19537
10050,10050,0.14,36 months,debt_consolidation,0.25,MORTGAGE,2500,9,10421
30000,30000,0.09,36 months,debt_consolidation,0.27,RENT,6666.67,7,10472
27575,27575,0.17,36 months,credit_card,0.33,MORTGAGE,5750,21,24705
14675,14625,0.13,36 months,debt_consolidation,0.19,MORTGAGE,4416.67,16,17930
10000,10000,0.14,36 months,debt_consolidation,0.18,RENT,3333.33,9,10525
7275,7275,0.08,36 months,debt_consolidation,0.25,RENT,7000,13,8532
4200,4200,0.17,36 months,credit_card,0.15,RENT,2083.33,7,3690
25000,24288.45,0.12,36 months,debt_consolidation,0.07,MORTGAGE,5250,9,18318
13500,13500,0.2,60 months,debt_consolidation,0.15,RENT,2666.67,6,13341
2200,2200,0.15,36 months,debt_consolidation,0.29,RENT,4750,13,26552
20000,20000,0.14,36 months,debt_consolidation,0.1,RENT,3750,13,9775
14000,14000,0.13,36 months,credit_card,0.17,RENT,5500,10,4919
12000,12000,0.07,36 months,credit_card,0.11,RENT,12500,12,15445
4200,4200,0.14,36 months,other,0.13,OWN,5000,8,9234
7100,7100,0.11,36 months,debt_consolidation,0.12,MORTGAGE,2183.33,7,7013
15000,15000,0.15,36 months,credit_card,0.06,MORTGAGE,5416.67,9,13775
15000,9364.4,0.11,36 months,small_business,0.03,MORTGAGE,6666.67,13,11002
9000,8975,0.15,36 months,credit_card,0.14,RENT,2500,10,11540
23300,23275,0.24,60 months,debt_consolidation,0.34,MORTGAGE,13666.67,15,72774
20000,20000,0.16,60 months,credit_card,0.26,RENT,4166.67,23,34720
2000,2000,0.14,36 months,credit_card,0.25,RENT,7583.33,11,39656
25000,20737.86,0.14,60 months,debt_consolidation,0.09,RENT,10833.33,11,35046
11975,11975,0.15,60 months,debt_consolidation,0.2,MORTGAGE,5382,11,9475
10000,10000,0.16,36 months,debt_consolidation,0.14,MORTGAGE,4583.33,16,24989
9000,8800,0.11,36 months,credit_card,0.19,RENT,3750,6,14576
15800,15700,0.16,60 months,debt_consolidation,0.2,MORTGAGE,7388.42,13,32120
10000,4082.56,0.13,36 months,small_business,0.06,OWN,10000,11,28653
3600,212,0.13,36 months,other,0.09,RENT,6290,7,3453
10000,10000,0.13,36 months,credit_card,0.07,MORTGAGE,3333.33,6,10793
19500,19500,0.21,36 months,debt_consolidation,0.03,MORTGAGE,9250,5,8915
18000,18000,0.07,36 months,credit_card,0.09,OWN,4250,5,19566
